"Pleasure","Arousal","Label"
"0.0","0.0","2"
"0.0","0.0","2"
"0.8893310289163074","0.6394739263792124","2"
"0.9237640175916075","0.9599391260985657","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.8073253543201245","0.6127875322198392","2"
"0.23707808612400794","0.7473034327554622","3"
"0.23707808612400794","0.7473034327554622","3"
"0.2242743230201394","0.9442106739979004","3"
"0.23702071501329705","0.8979092525798114","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.29577638142659957","0.8055900288389228","3"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.8374634139106706","0.7277214294832497","2"
"0.7477633981014457","0.8876315093652201","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.5274818221796065","0.6907160057887918","2"
"0.8663730032464888","0.9101594831970115","2"
"0.8663730032464888","0.9101594831970115","2"
"0.9164202653898272","0.9247324047197647","2"
"0.5402342577548849","0.730463375804511","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.785943825259476","0.7563434516624341","2"
"0.26953176124211387","0.9304730910215144","3"
"0.26953176124211387","0.9304730910215144","3"
"0.16411061062030557","0.5326975257636143","3"
"0.23960946457726848","0.7657960978353415","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.2528466188635517","0.6420688079589214","3"
"0.6830199239572476","0.6158337718752123","2"
"0.6830199239572476","0.6158337718752123","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.0","0.0","2"
"0.9128840448034269","0.7548151867523134","2"
"0.9062607667846054","0.9455216927068897","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
"0.6279333961782028","0.8768075497209288","2"
